BALANCE,PURCHASES,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,PAYMENTS
1382.376636,77.91,1,0.0,0.083333,639.362373
8539.312935,0.0,0,0.0,0.0,2459.237522
509.872908,31.89,1,0.083333,0.0,1396.027009
1008.864224,1392.83,7,0.333333,0.0,1265.870255
723.172037,2095.14,25,0.166667,0.583333,1509.479538
126.13588,0.0,0,0.0,0.0,1131.54314
975.637547,6897.56,6,0.0,0.5,8337.882098
1129.284728,1211.42,42,0.0,1.0,3390.831252
2306.310095,359.96,11,0.0,0.916667,1482.816136
883.835888,187.47,9,0.0,0.666667,263.631752
874.571604,385.7,8,0.333333,0.166667,357.969443
444.760263,3734.7,7,0.333333,0.0,5808.857795
332.650256,770.0,7,0.0,0.5,558.752797
101.682988,610.34,40,0.166667,1.0,324.924223
4143.074668,1074.27,21,0.75,0.0,926.813916
42.68579,708.0,20,0.166667,0.5,755.300687
146.261257,3139.97,41,1.0,0.916667,2990.926573
3876.778302,0.0,0,0.0,0.0,1342.57535
1593.364737,2298.49,53,0.416667,1.0,1082.087826
933.278656,182.55,3,0.0,0.166667,1755.16459
58.167348,438.87,1,0.083333,0.0,1748.469291
2514.895334,3172.38,41,0.916667,0.916667,2646.255583
1513.759633,70.0,2,0.181818,0.0,2085.049719
80.00717,1548.37,21,0.083333,0.75,1105.365158
93.104842,160.0,1,0.083333,0.0,633.184791
458.958269,492.72,12,0.0,1.0,2111.788889
1386.712561,0.0,0,0.0,0.0,848.630874
4564.860642,1701.13,39,0.916667,0.833333,1205.113895
1709.346088,339.0,4,0.166667,0.0,612.684346
94.83691,1027.84,28,0.083333,1.0,1041.284778
6204.264926,0.0,0,0.0,0.0,1381.411511
64.677565,363.71,12,1.0,0.0,343.104512
2271.7875,0.0,0,0.0,0.0,327.593428
5000.825577,3310.39,28,0.666667,0.333333,2633.433636
3723.723928,0.0,0,0.0,0.0,930.285952
348.066767,695.0,1,0.083333,0.0,470.847821
846.380946,8397.44,118,1.0,1.0,8067.500812
39.557369,45.65,1,0.083333,0.0,831.294005
3492.064185,0.0,0,0.0,0.0,1349.873959
719.427666,734.4,8,0.083333,0.5,285.477654
1184.924492,306.0,7,0.2,0.3,500.833154
4285.123888,4235.03,29,0.833333,0.0,1660.32858
989.448428,429.97,13,0.5,0.5,195.369397
3126.109251,3357.24,154,1.0,1.0,1149.614601
3912.344717,2080.66,42,0.166667,1.0,1017.896487
469.380653,5117.56,81,1.0,1.0,5270.796852
3543.905366,1362.92,15,0.0,1.0,1026.706561
1218.208868,0.0,0,0.0,0.0,3341.009938
680.079404,636.41,19,0.083333,1.0,309.998666
1431.445361,0.0,0,0.0,0.0,235.637068
131.760301,789.43,14,1.0,0.083333,2023.907685
35.988695,294.0,6,0.0,0.416667,502.277937
128.507898,0.0,0,0.0,0.0,199.424458
3985.637748,20.0,1,0.083333,0.0,1203.180838
1726.125465,223.95,1,0.083333,0.0,1734.836967
948.944615,678.94,44,0.166667,1.0,1750.388539
71.983739,1000.0,1,0.083333,0.0,93.4312
32.903658,391.5,9,0.0,0.75,405.250915
3822.559709,1000.0,1,0.083333,0.0,1160.567938
580.175457,759.5,24,0.166667,0.75,1194.432152
1509.525178,0.0,0,0.0,0.0,513.387513
1288.895823,0.0,0,0.0,0.0,4919.065431
4825.450839,5855.46,26,0.833333,0.0,3866.077948
5797.6687,0.0,0,0.0,0.0,1936.745052
6928.721377,18.35,5,0.0,0.416667,22281.70046
1725.887609,0.0,0,0.0,0.0,1169.756885
475.675998,5421.73,34,1.0,0.0,5510.903074
961.369596,0.0,0,0.0,0.0,275.73187
1364.256013,0.0,0,0.0,0.0,513.013589
113.629276,798.0,1,0.083333,0.0,4372.014696
9.906062,202.3,10,0.0,0.818182,195.62615
26.506901,400.91,19,0.083333,0.416667,465.179466
157.66813,1263.51,8,0.142857,0.428571,1458.713508
2336.363625,924.19,48,0.0,1.0,874.589045
316.095114,89.96,5,0.0,0.416667,301.153658
453.856643,238.75,6,0.0,0.571429,94.007773
1914.092562,538.85,9,0.416667,0.166667,1022.911305
9061.317491,0.0,0,0.0,0.0,2524.110566
3239.138704,3018.68,6,0.25,0.0,3369.399283
2450.104201,0.0,0,0.0,0.0,692.953519
342.358505,633.66,6,0.083333,0.333333,1625.059543
8983.120358,0.0,0,0.0,0.0,1943.319108
2275.53087,1343.65,25,0.666667,1.0,718.5624
54.327257,346.02,11,0.0,0.75,237.839366
984.135371,599.58,5,0.333333,0.083333,782.954766
2732.551701,1043.03,53,0.5,1.0,1691.352849
5795.166009,0.0,0,0.0,0.0,7570.031897
2944.156996,12.22,1,0.083333,0.0,628.31462
1693.841127,2439.98,45,0.75,1.0,1474.677315
189.98582,369.0,6,0.0,0.5,292.582747
1690.352634,0.0,0,0.0,0.0,373.741157
3048.011738,1271.34,24,0.75,0.083333,1216.277275
419.486983,450.0,1,0.083333,0.0,4275.760118
2997.977825,35131.16,344,1.0,0.833333,28896.66522
44.635372,640.0,10,0.0,0.818182,596.47654
5643.992345,6141.58,92,0.916667,1.0,11514.83756
2713.749041,0.0,0,0.0,0.0,664.635735
95.597121,101.97,3,0.25,0.0,306.960201
1679.429188,0.0,0,0.0,0.0,243.503331
14.442528,163.9,11,0.0,0.909091,138.776431
8260.825897,3709.71,79,0.666667,1.0,6847.476495
4899.638221,0.0,0,0.0,0.0,880.262447
138.596394,1333.9,14,0.583333,0.333333,1000.797013
4.160112,70.56,12,0.0,1.0,54.598522
592.416944,6228.01,117,1.0,1.0,6052.32316
1211.895212,0.0,0,0.0,0.0,413.575315
8.585976,512.59,10,0.083333,0.333333,908.190297
32.612016,545.88,4,0.25,0.0,1100.892272
174.214883,0.0,0,0.0,0.0,238.06524
147.765977,1328.94,4,0.166667,0.0,4606.168653
349.855056,3200.5,50,1.0,1.0,3119.528249
816.765152,7967.04,81,1.0,0.416667,8455.311569
3177.232656,5877.73,100,1.0,1.0,6686.89278
14.234636,259.83,7,0.0,0.416667,357.269364
117.018324,625.94,6,0.545455,0.0,627.763481
330.236089,0.0,0,0.0,0.0,2048.983642
1087.567113,564.54,16,0.083333,0.666667,443.196272
409.592245,190.0,2,0.166667,0.0,299.91595
3.141961,16.0,1,0.083333,0.0,656.045331
1957.712033,276.76,4,0.0,0.333333,566.106669
75.936035,856.44,3,0.272727,0.0,426.894188
1459.518449,393.82,35,0.25,0.833333,438.601342
1033.498736,21.75,1,0.0,0.083333,255.779858
2255.056361,122.99,2,0.083333,0.083333,3737.838893
1798.042812,0.0,0,0.0,0.0,1192.610471
179.209557,1526.42,26,1.0,0.0,1482.286465
1119.464381,266.68,2,0.0,0.166667,1041.406725
2046.402647,3976.4,23,0.833333,0.416667,3413.229693
472.529777,358.2,6,0.0,0.416667,485.184548
1894.990608,0.0,0,0.0,0.0,767.315938
1066.884128,0.0,0,0.0,0.0,222.800881
4896.223044,0.0,0,0.0,0.0,1288.704377
57.94319,440.0,11,0.0,0.916667,462.523442
501.453416,1199.46,17,0.166667,0.666667,495.243088
1422.85376,159.46,3,0.1,0.0,468.122486
423.972293,0.0,0,0.0,0.0,316.450771
3894.241117,1201.7,7,0.0,0.583333,1734.235295
19.726196,220.9,9,0.0,0.75,275.401717
0.001146,0.0,0,0.0,0.0,1359.022794
1126.942655,0.0,0,0.0,0.0,353.897911
8121.778586,231.14,14,0.083333,1.0,2143.672319
54.096839,185.99,5,0.083333,0.25,367.310313
58.312121,0.0,0,0.0,0.0,2616.215575
2552.597938,550.62,24,0.0,0.916667,478.632499
437.397682,1936.22,34,1.0,0.916667,2449.272289
5523.175617,0.0,0,0.0,0.0,4355.053996
2088.285449,0.0,0,0.0,0.0,476.667426
162.850565,1326.72,26,0.666667,0.166667,967.490298
263.467374,0.0,0,0.0,0.0,279.745591
1030.503395,25.26,2,0.166667,0.0,1135.363289
1420.113689,393.63,8,0.416667,0.0,473.832445
6.109243,73.64,1,0.083333,0.0,71.926635
1968.876429,0.0,0,0.0,0.0,596.425723
488.340514,4908.93,108,0.916667,1.0,4589.621491
944.851251,449.49,18,0.0,1.0,642.845065
5561.390014,0.0,0,0.0,0.0,2193.97427
4705.036885,887.87,15,0.5,0.166667,1091.779354
4802.507595,0.0,0,0.0,0.0,986.609534
1724.945864,2075.18,25,0.916667,0.416667,3792.747568
3421.570645,0.0,0,0.0,0.0,1387.841466
99.029726,1496.87,48,0.333333,0.833333,1760.086698
4353.46553,0.0,0,0.0,0.0,984.37305
4506.159773,1948.25,27,0.25,1.0,2398.862474
231.089583,1547.92,12,1.0,0.0,1230.772375
5199.213536,271.4,7,0.166667,0.333333,1328.030861
460.644885,805.42,6,0.5,0.0,708.479385
421.796337,2748.74,48,1.0,0.666667,2684.86037
137.864267,237.24,12,0.0,1.0,1232.901419
5376.338384,5899.35,112,0.75,0.916667,2816.619335
3971.701463,721.51,53,0.083333,1.0,1169.633242
2454.552939,461.32,6,0.083333,0.333333,1010.442597
8695.084351,0.0,0,0.0,0.0,2353.936879
2682.407264,315.5,4,0.25,0.0,1617.804094
3358.724054,328.0,2,0.166667,0.0,6698.912435
196.967268,1915.07,67,1.0,0.833333,1776.394323
817.953789,0.0,0,0.0,0.0,1213.585489
3702.768802,0.0,0,0.0,0.0,2617.067343
73.876478,600.0,12,0.0,0.666667,574.321262
241.032979,0.0,0,0.0,0.0,915.454305
187.204739,2816.01,19,1.0,0.5,2078.813618
379.542951,0.0,0,0.0,0.0,2651.530544
647.166042,369.49,9,0.0,0.5,738.346676
78.114579,0.0,0,0.0,0.0,11241.39128
136.839366,1133.54,4,0.25,0.0,4802.004681
4858.92532,9282.12,111,0.5,0.666667,16822.58645
952.419564,283.8,11,0.0,0.75,611.487872
70.392491,1008.56,14,0.166667,0.916667,1321.09625
4252.504676,2172.77,45,1.0,1.0,1425.671686
1282.087245,0.0,0,0.0,0.0,246.329361
26.547229,224.56,7,0.0,0.5,264.390903
285.645503,1265.24,24,0.5,0.5,1791.285108
2033.538173,929.25,20,0.25,1.0,1291.31841
2525.425787,0.0,0,0.0,0.0,683.769908
18.354425,256.5,6,0.0,0.555556,306.969886
2571.311375,0.0,0,0.0,0.0,4513.686142
3252.763399,230.0,11,0.166667,0.666667,567.149683
817.439653,1091.0,1,0.083333,0.0,766.573245
426.442669,0.0,0,0.0,0.0,6270.973592
212.282538,1698.9,10,0.25,0.0,2865.759368
3298.236901,385.0,1,0.083333,0.0,911.237387
2759.801583,0.0,0,0.0,0.0,665.168762
44.192011,356.0,2,0.166667,0.0,836.690499
405.234722,916.04,14,0.416667,0.0,628.237735
4663.032241,1325.31,5,0.333333,0.0,2064.110786
209.490297,1956.6,12,0.0,1.0,1800.384664
70.963378,759.73,25,1.0,0.916667,691.394748
1024.990375,0.0,0,0.0,0.0,291.517362
134.581135,2300.42,13,0.5,0.25,3251.065775
16.179446,80.0,2,0.0,0.166667,140.010501
2791.930619,231.52,6,0.0,0.5,1828.411354
293.614532,839.61,11,0.714286,0.0,2585.110269
1.470582,0.0,0,0.0,0.0,81.65922
1.816814,21.05,1,0.0,0.083333,243.137299
1674.490411,421.71,11,0.5,0.166667,790.338065
1539.375352,100.0,1,0.083333,0.0,420.283303
1676.218891,0.0,0,0.0,0.0,477.308046
6981.281961,0.0,0,0.0,0.0,6002.538777
2255.261218,0.0,0,0.0,0.0,582.88501
1325.445684,0.0,0,0.0,0.0,187.108587
2361.237383,0.0,0,0.0,0.0,3284.30732
1049.603233,0.0,0,0.0,0.0,221.394099
313.360445,1031.91,10,0.5,0.0,2534.336507
382.159579,287.68,6,0.083333,0.416667,1879.689693
7347.355967,0.0,0,0.0,0.0,2367.28451
58.281306,0.0,0,0.0,0.0,150.567116
882.423211,288.75,3,0.083333,0.083333,450.107573
788.618659,2053.78,15,0.25,0.833333,1875.180759
21.849058,256.11,11,0.0,0.916667,282.902137
6978.185657,1051.43,12,0.083333,0.75,3756.694846
1204.187686,674.85,11,0.166667,0.75,741.851507
1711.589245,1659.26,13,0.25,0.583333,774.909705
869.947607,0.0,0,0.0,0.0,284.200413
1409.206763,143.5,1,0.083333,0.0,432.361276
1034.243518,0.0,0,0.0,0.0,1716.353133
603.62806,60.0,1,0.083333,0.0,1543.263552
438.429112,5044.36,35,0.416667,0.916667,4591.418823
1163.614769,0.0,0,0.0,0.0,282.300835
2683.935652,0.0,0,0.0,0.0,424.014365
552.464447,1866.81,35,0.25,0.583333,3158.4173
6832.111113,6508.08,72,0.0,1.0,8210.115891
1155.692527,981.2,12,0.166667,0.416667,1279.911936
375.583779,1567.4,14,0.583333,0.0,2695.75854
13968.47957,281.71,9,0.083333,0.333333,3464.441992
1847.255047,186.33,8,0.25,0.416667,494.841702
6629.045062,0.0,0,0.0,0.0,10117.7115
1495.080484,2323.5,34,0.916667,0.333333,2326.318039
2255.408224,0.0,0,0.0,0.0,504.262605
1539.42247,0.0,0,0.0,0.0,369.04434
3035.951276,0.0,0,0.0,0.0,710.84163
105.069311,1344.87,12,0.916667,0.0,1461.200691
2446.709596,0.0,0,0.0,0.0,5695.396335
295.374207,0.0,0,0.0,0.0,2781.869782
822.755885,531.14,10,0.428571,0.571429,267.707871
4433.582508,0.0,0,0.0,0.0,6801.553821
2785.584338,0.0,0,0.0,0.0,446.776969
10116.70899,10166.69,45,0.333333,0.666667,2190.466875
9440.796576,0.0,0,0.0,0.0,2031.387858
1435.975897,418.56,4,0.333333,0.0,950.209773
1160.514847,3726.79,89,0.083333,1.0,3312.651656
634.759973,19.91,1,0.0,0.083333,610.491342
45.785125,12.0,12,0.0,0.916667,39.556692
968.504914,257.71,4,0.083333,0.166667,623.314494
200.806352,1957.45,49,1.0,0.166667,1934.825977
1634.559235,1062.94,15,0.5,0.166667,584.660133
1839.926709,487.75,9,0.0,0.416667,791.115227
6743.313868,5591.26,162,1.0,1.0,2314.208069
1267.054186,0.0,0,0.0,0.0,209.297618
2778.737121,1973.0,2,0.166667,0.0,630.766685
1138.592025,327.99,9,0.25,0.166667,559.386373
195.361788,0.0,0,0.0,0.0,153.610279
8.576818,80.0,1,0.083333,0.0,76.188977
117.439961,0.0,0,0.0,0.0,657.048813
3803.111606,2025.96,51,0.333333,0.833333,1354.420552
841.744925,2481.55,9,0.555556,0.0,524.564867
153.602336,0.0,0,0.0,0.0,19.342419
382.449723,4162.66,60,0.416667,1.0,4103.998759
4375.13933,32.1,1,0.0,0.083333,2303.317555
194.818874,1902.47,11,0.916667,0.0,1896.961677
2605.6002,0.0,0,0.0,0.0,2077.205644
346.013906,3561.31,39,0.333333,0.583333,3156.901501
404.582074,555.84,11,0.0,0.916667,229.068913
0.933462,0.0,0,0.0,0.0,109.244925
358.674215,411.3,4,0.25,0.0,6981.148039
36.005918,463.36,4,0.0,0.333333,1070.3377
2197.935434,0.0,0,0.0,0.0,5233.68971
2525.493672,490.0,6,0.0,0.416667,1130.147035
3039.972975,5988.29,68,1.0,1.0,2458.531724
22.151355,134.87,3,0.166667,0.166667,41.580849
1077.459774,4342.68,33,0.833333,0.833333,4105.36943
58.647973,528.65,12,0.083333,0.416667,539.9677
1718.034412,422.68,4,0.333333,0.0,3752.094461
3907.641073,2001.35,141,0.083333,1.0,2111.180988
1189.030969,1122.3,9,0.416667,0.0,3231.526204
18495.55855,5288.28,76,0.583333,1.0,4246.168346
494.045664,583.2,25,0.25,0.916667,370.803775
520.441499,2170.6,20,0.666667,0.0,1943.742193
4592.041153,0.0,0,0.0,0.0,1009.612835
2955.777008,0.0,0,0.0,0.0,4398.578094
2666.903576,0.0,0,0.0,0.0,661.437579
2015.554911,1446.48,27,0.25,0.666667,4537.716739
8.447806,85.12,8,0.0,0.583333,100.258283
3447.674222,205.0,1,0.090909,0.0,665.239171
655.712971,264.35,6,0.083333,0.166667,180.129661
3063.422164,1646.48,28,0.333333,0.833333,6543.279871
478.787453,780.38,12,0.416667,0.083333,1842.23355
697.141393,1027.28,13,0.083333,0.416667,1822.954828
48.933642,632.84,21,0.0,1.0,626.111312
53.994628,257.0,3,0.083333,0.0,423.058905
3494.152843,2217.87,59,0.25,0.916667,2125.932737
180.32895,810.6,20,0.0,0.833333,700.22051
63.930277,626.98,10,0.416667,0.083333,450.633632
1089.696979,349.04,7,0.0,0.5,231.019657
123.396703,0.0,0,0.0,0.0,2591.841437
71.345309,1166.76,12,0.0,1.0,1137.865785
1044.704008,1142.6,61,0.333333,1.0,1881.871223
809.572784,691.66,4,0.333333,0.0,1395.925667
2165.436389,0.0,0,0.0,0.0,435.64194
123.632161,506.0,14,0.166667,1.0,662.272892
546.398561,0.0,0,0.0,0.0,339.612072
1032.031399,0.0,0,0.0,0.0,239.189487
316.812739,2393.89,80,0.833333,1.0,4439.641308
715.64147,0.0,0,0.0,0.0,1967.176481
24.976709,720.6,12,1.0,0.0,664.033022
826.018339,191.67,5,0.25,0.083333,443.248137
134.613205,0.0,0,0.0,0.0,414.896217
3749.634778,0.0,0,0.0,0.0,1377.52604
16.657046,186.32,4,0.083333,0.083333,28.317708
69.945524,41.4,4,0.0,0.333333,147.786034
2224.065672,81.84,5,0.083333,0.0,487.001643
563.587232,1232.59,31,0.5,0.833333,857.740923
27.742435,303.24,3,0.0,0.166667,775.085467
1018.880453,0.0,0,0.0,0.0,1703.232165
1221.439496,1045.76,21,0.666667,0.555556,269.325785
56.541208,325.8,3,0.083333,0.0,1300.942779
1604.476717,2619.7,10,0.6,0.0,2045.152399
39.086623,374.63,11,0.083333,0.5,767.182519
378.001129,1884.04,10,0.416667,0.0,2249.919761
3290.750214,974.72,25,1.0,0.0,1064.701886
66.723482,550.95,16,0.0,0.75,521.433223
1987.232432,544.76,14,0.0,1.0,1124.28278
869.702973,370.74,11,0.166667,0.666667,540.848608
53.989299,469.14,6,0.0,0.714286,446.737399
151.787402,1234.32,3,0.083333,0.0,2837.676536
5.856011,827.4,12,0.0,1.0,755.916603
5.1807,0.0,0,0.0,0.0,1282.18451
190.324034,322.33,3,0.083333,0.166667,524.430161
1645.780139,150.0,1,0.083333,0.0,550.522713
8043.733112,99.5,3,0.166667,0.0,1865.566177
2155.276706,66.0,1,0.083333,0.0,5100.05147
5619.654569,2457.53,35,0.571429,0.857143,1140.70277
429.157725,170.0,2,0.166667,0.0,694.899932
1135.70375,92.07,3,0.0,0.181818,355.798199
484.70724,960.0,1,0.142857,0.0,199.836894
96.799285,537.36,12,1.0,0.0,1133.874141
18.558992,86.4,4,0.0,0.333333,265.768812
75.792862,1117.35,16,0.0,1.0,1060.951647
1354.161432,0.0,0,0.0,0.0,313.83656
1276.549447,3355.73,61,0.75,1.0,1254.550076
1119.157048,133.9,3,0.166667,0.0,427.35515
889.090252,9751.9,115,1.0,0.916667,8418.403666
22.695131,201.18,12,1.0,0.0,189.904819
55.321121,805.25,24,0.0,1.0,797.688136
432.860083,128.32,1,0.083333,0.0,239.784988
3626.196814,475.36,13,0.0,0.833333,1927.992694
534.728906,976.98,18,0.666667,0.833333,742.950103
3645.191927,2311.83,12,0.916667,0.0,1778.093952
12.423203,2292.41,36,0.916667,0.916667,2411.035394
391.508345,80.99,1,0.111111,0.0,3855.328673
5601.953934,0.0,0,0.0,0.0,1307.896832
240.110414,3510.42,37,0.416667,0.75,3868.013636
1500.034488,274.45,6,0.25,0.083333,500.083333
1089.219786,639.15,11,0.416667,0.0,1095.752072
952.26088,0.0,0,0.0,0.0,218.402942
1268.809031,17945.0,3,0.166667,0.0,50721.48336
935.167278,1757.91,8,0.166667,0.416667,2279.094703
5.196923,68.02,6,0.0,0.5,125.516216
5543.972323,0.0,0,0.0,0.0,1265.31093
77.684147,431.28,8,0.0,0.875,342.768161
226.78538,210.64,1,0.083333,0.0,295.155445
41.643083,212.0,1,0.083333,0.0,596.834019
291.663664,129.0,1,0.083333,0.0,284.596786
1437.977941,229.94,4,0.25,0.0,783.528158
213.205306,2536.27,17,0.083333,0.75,2298.104409
2063.855487,220.4,1,0.083333,0.0,468.683047
13.649888,129.16,2,0.166667,0.0,375.36099
8477.970766,4837.88,36,0.333333,0.916667,3695.744108
1117.00354,240.0,9,0.166667,0.0,366.532467
198.815177,247.5,3,0.0,0.166667,283.50846
472.61828,4626.36,67,0.833333,1.0,4549.881872
1534.16579,0.0,0,0.0,0.0,681.29005
2092.971853,0.0,0,0.0,0.0,275.676251
1116.944017,182.64,4,0.333333,0.0,304.822958
2006.680789,121.93,9,0.2,0.6,375.493789
251.715214,2722.34,32,0.75,0.583333,2165.330989
3334.683766,0.0,0,0.0,0.0,682.561453
1868.523786,27.89,2,0.083333,0.0,440.707307
1000.235038,79.41,2,0.166667,0.0,868.377193
1046.952264,504.0,12,0.0,1.0,759.461397
1832.539694,1311.8,30,0.5,0.416667,384.218293
59.35799,608.8,6,0.333333,0.0,1531.142227
48.068313,788.08,10,0.2,0.5,689.403349
570.657071,950.39,16,0.416667,0.333333,549.682725
8040.732429,0.0,0,0.0,0.0,2709.478892
1121.44991,219.4,9,0.083333,0.666667,591.736846
1168.844004,1310.31,1,0.083333,0.0,272.821647
12596.42194,0.0,0,0.0,0.0,3031.587665
1000.931473,0.0,0,0.0,0.0,304.037261
10.564262,240.25,8,0.5,0.0,469.841016
13.07784,69.5,1,0.083333,0.0,98.275388
2891.926512,561.25,6,0.5,0.0,597.664886
1832.940008,1839.69,35,0.416667,0.416667,477.773934
13.713339,504.08,11,0.083333,0.5,448.622511
128.25396,1105.0,14,0.0,0.666667,1224.344711
589.682566,6398.73,18,0.583333,0.0,7443.80581
16.379412,178.15,3,0.0,0.25,229.376368
492.265287,424.5,3,0.0,0.25,142.123847
3458.708146,0.0,0,0.0,0.0,6285.292115
3285.196786,2830.48,37,0.083333,1.0,7224.787261
1733.972492,147.96,8,0.0,0.333333,525.331558
577.30163,3702.79,35,1.0,1.0,4168.726662
19.548437,266.56,9,0.083333,0.583333,395.242487
75.11232,0.0,0,0.0,0.0,375.642608
420.215198,1681.1,20,0.5,0.833333,758.24314
1396.800164,210.62,3,0.166667,0.0,703.616107
31.944612,408.01,12,1.0,0.0,1027.411988
5693.979714,1338.72,13,1.0,0.0,1753.988494
1983.111978,1119.56,13,0.333333,0.0,6892.546158
490.157047,0.0,0,0.0,0.0,342.973205
306.115129,0.0,0,0.0,0.0,2653.659381
2001.407378,4793.35,68,0.083333,1.0,647.406275
10.386311,171.6,12,0.0,1.0,168.370514
434.02839,0.0,0,0.0,0.0,159.573297
1084.218952,0.0,0,0.0,0.0,2193.419369
79.345909,906.5,12,0.0,0.916667,922.33766
2.872146,37.0,1,0.083333,0.0,213.066673
2004.816462,20747.34,95,1.0,1.0,17005.40969
2339.037958,1823.56,20,0.0,1.0,890.623152
4709.342642,1614.27,56,0.916667,0.75,1276.0373
531.615661,3196.22,44,0.833333,0.916667,3556.432004
1017.086549,0.0,0,0.0,0.0,2937.01018
2436.843864,2647.9,17,0.75,0.166667,7657.885804
1430.209699,1123.59,41,0.166667,1.0,561.72022
237.393795,1294.97,16,0.0,0.916667,1098.051237
639.73038,951.05,8,0.5,0.083333,693.302893
674.119098,3146.25,93,0.333333,1.0,2602.065596
1049.768556,171.65,6,0.083333,0.333333,256.698968
876.839962,147.82,3,0.0,0.25,337.812755
31.870629,192.92,2,0.083333,0.083333,834.627595
4931.203112,0.0,0,0.0,0.0,1018.476355
5740.590335,8218.32,17,0.75,0.0,3318.260207
258.223705,2391.44,32,0.666667,1.0,2536.830662
5686.466725,177.35,1,0.090909,0.0,1775.784106
4988.093733,8581.29,94,0.666667,1.0,1571.883
84.377933,270.0,12,0.0,0.916667,308.698498
1234.235139,594.95,5,0.25,0.083333,9630.24637
931.866057,0.0,0,0.0,0.0,250.72198
1281.936062,43.0,1,0.083333,0.0,298.266234
1032.812458,995.07,11,0.166667,0.5,363.992366
529.415371,0.0,0,0.0,0.0,1417.666972
5850.1729,393.87,8,0.0,0.25,1536.774213
5.761614,75.0,2,0.083333,0.0,289.742219
34.017341,494.6,1,0.083333,0.0,456.293143
81.311082,851.38,6,0.416667,0.0,964.675607
152.758442,276.0,3,0.083333,0.083333,1316.604491
7659.19151,0.0,0,0.0,0.0,1897.854153
2947.426082,2257.28,19,0.333333,0.222222,3612.992662
1371.488874,0.0,0,0.0,0.0,338.654717
57.937789,450.0,6,0.5,0.0,395.680968
3376.946886,0.0,0,0.0,0.0,2194.131117
5824.000984,1501.08,5,0.0,0.166667,1647.245926
2286.673155,0.0,0,0.0,0.0,602.563865
2608.512452,64.2,1,0.083333,0.0,647.437157
355.323994,284.11,2,0.166667,0.0,1765.584677
907.680311,0.0,0,0.0,0.0,1368.734996
2493.134397,253.0,11,0.083333,0.75,445.652564
231.90824,711.8,10,0.166667,0.416667,2007.282363
88.13353,1400.0,10,0.0,0.75,1307.099065
1068.985549,0.0,0,0.0,0.0,359.180202
722.689568,6493.25,38,1.0,0.083333,5777.820302
62.759232,311.55,5,0.166667,0.0,525.904979
852.001697,372.36,5,0.0,0.416667,347.937039
473.599403,524.7,15,0.25,0.75,1772.643444
567.055953,0.0,0,0.0,0.0,4103.204766
597.416499,175.4,5,0.0,0.416667,2524.423875
3.005343,0.0,0,0.0,0.0,1233.178997
2224.000236,2276.41,39,0.5,0.666667,3755.786767
83.564804,616.0,8,0.0,0.875,526.820014
19.589561,299.84,6,0.416667,0.0,577.023407
1193.682005,445.18,11,1.0,0.0,673.563611
2701.880978,0.0,0,0.0,0.0,654.1843
8.820992,91.46,2,0.2,0.0,77.334707
566.383268,1454.16,44,0.75,1.0,1828.965302
7369.794134,411.2,8,0.0,0.583333,1753.647095
31.856254,241.0,11,0.0,0.666667,401.109047
63.615822,970.57,7,0.5,0.0,1113.617785
1172.183909,1700.0,10,0.083333,0.666667,1271.291305
374.405467,1034.4,11,0.166667,0.416667,1905.378315
4.054657,264.02,4,0.25,0.0,274.692435
1739.13388,191.98,4,0.083333,0.25,978.453301
229.667169,0.0,0,0.0,0.0,1120.65839
5259.14039,2659.35,38,0.222222,0.777778,2249.612405
1975.349966,1749.72,24,0.333333,0.5,6481.117394
4265.241202,1499.12,10,0.083333,0.666667,1844.394398
1488.113177,0.0,0,0.0,0.0,2952.279108
136.323936,289.9,4,0.0,0.25,714.619326
69.795639,1293.04,20,0.166667,1.0,891.734089
28.59068,367.44,13,0.0,0.833333,360.925707
331.503219,332.74,10,0.0,0.454545,399.729843
4282.043906,1974.04,40,1.0,1.0,1920.094402
2083.900081,0.0,0,0.0,0.0,465.698012
1052.799075,0.0,0,0.0,0.0,1696.073522
2871.611936,2216.6,34,0.0,0.75,2268.296871
1096.994956,0.0,0,0.0,0.0,160.482027
1087.574994,0.0,0,0.0,0.0,317.447893
3541.769505,0.0,0,0.0,0.0,899.712442
339.566873,2956.2,17,0.333333,0.666667,2845.336693
1992.650296,20.0,4,0.0,0.333333,2069.263442
1451.584485,1216.58,12,0.166667,0.666667,603.722261
1107.099917,473.64,12,0.0,0.916667,501.511019
9061.787692,0.0,0,0.0,0.0,13893.86739
54.738397,1326.75,30,0.0,1.0,1132.512843
986.457953,1073.5,46,0.166667,1.0,1009.068974
3277.092999,3936.51,57,0.666667,0.916667,2183.769759
1496.580949,0.0,0,0.0,0.0,502.200633
30.350623,341.48,15,0.0,1.0,381.231169
208.707195,2351.58,7,0.25,0.0,3711.189548
1639.513143,1225.0,24,0.583333,1.0,1467.532097
10571.41107,7739.48,44,0.0,1.0,2688.447014
1236.018537,0.0,0,0.0,0.0,540.703321
640.394092,2476.9,39,1.0,0.916667,2190.775297
339.956112,2199.65,13,0.083333,0.833333,2577.703016
506.470396,0.0,0,0.0,0.0,7313.426958
42.075054,421.2,12,0.0,1.0,410.786446
5118.492838,3848.92,70,0.583333,0.666667,1450.987082
2228.47847,979.11,31,0.166667,1.0,1097.760409
