PURCHASES,CASH_ADVANCE,INSTALLMENTS_PURCHASES,CASH_ADVANCE_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY
372.36,1655.625508,372.36,0.166667,0.416667
524.7,1168.556598,374.38,0.083333,0.75
0.0,3254.66653,0.0,0.416667,0.0
175.4,1816.49181,175.4,0.166667,0.416667
0.0,265.334594,0.0,0.111111,0.0
2276.41,628.841571,488.64,0.333333,0.666667
616.0,0.0,616.0,0.0,0.875
299.84,0.0,0.0,0.0,0.0
445.18,0.0,0.0,0.0,0.0
0.0,576.920984,0.0,0.166667,0.0
91.46,0.0,0.0,0.0,0.0
1454.16,0.0,410.91,0.0,1.0
411.2,2943.158701,411.2,0.166667,0.583333
241.0,0.0,241.0,0.0,0.666667
970.57,0.0,0.0,0.0,0.0
1700.0,0.0,800.0,0.0,0.666667
1034.4,0.0,785.4,0.0,0.416667
264.02,0.0,0.0,0.0,0.0
191.98,0.0,95.98,0.0,0.25
0.0,985.337823,0.0,0.083333,0.0
2659.35,4851.392018,1846.35,0.333333,0.777778
1749.72,3738.635191,449.24,0.25,0.5
1499.12,2312.556328,1380.0,0.166667,0.666667
0.0,2599.489045,0.0,0.5,0.0
289.9,0.0,289.9,0.0,0.25
1293.04,0.0,1225.18,0.0,1.0
367.44,0.0,367.44,0.0,0.833333
332.74,0.0,332.74,0.0,0.454545
1974.04,4310.515986,648.04,0.5,1.0
0.0,1116.430456,0.0,0.166667,0.0
232.2,0.0,232.2,0.0,1.0
0.0,1523.162883,0.0,0.333333,0.0
2216.6,1353.5452,2216.6,0.083333,0.75
0.0,1148.512914,0.0,0.166667,0.0
0.0,108.260087,0.0,0.083333,0.0
0.0,2238.32876,0.0,0.416667,0.0
2956.2,0.0,1557.63,0.0,0.666667
20.0,0.0,20.0,0.0,0.333333
1216.58,0.0,654.68,0.0,0.666667
473.64,956.509038,473.64,0.083333,0.916667
0.0,5672.920976,0.0,0.5,0.0
1326.75,0.0,1326.75,0.0,1.0
1073.5,328.279184,971.65,0.333333,1.0
3936.51,517.562968,687.37,0.166667,0.916667
0.0,183.230915,0.0,0.166667,0.0
341.48,0.0,341.48,0.0,1.0
2351.58,0.0,0.0,0.0,0.0
1225.0,0.0,574.0,0.0,1.0
7739.48,0.0,7739.48,0.0,1.0
0.0,2132.985725,0.0,0.25,0.0
2476.9,0.0,152.52,0.0,0.916667
2199.65,0.0,1384.5,0.0,0.833333
0.0,6897.966615,0.0,0.222222,0.0
421.2,0.0,421.2,0.0,1.0
3848.92,8383.293085,601.66,0.25,0.666667
979.11,809.443906,782.06,0.166667,1.0
0.0,154.629617,0.0,0.083333,0.0
31.23,1896.550326,31.23,0.166667,0.25
855.99,0.0,855.99,0.0,0.7
2564.08,0.0,1399.08,0.0,1.0
451.9,0.0,116.9,0.0,0.166667
4381.86,951.294749,1556.3,0.083333,0.666667
79.0,0.0,0.0,0.0,0.0
305.79,0.0,0.0,0.0,0.0
1186.09,513.979897,789.09,0.333333,0.833333
1847.57,0.0,1005.98,0.0,0.5
746.31,1535.853619,259.04,0.416667,0.416667
530.0,0.0,530.0,0.0,0.916667
1240.04,3681.231518,0.0,0.333333,0.0
1831.57,1909.684135,1133.63,0.083333,1.0
49.89,59.673576,0.0,0.3,0.0
326.64,0.0,0.0,0.0,0.0
0.0,233.246267,0.0,0.4,0.0
18.77,0.0,18.77,0.0,0.083333
0.0,275.762341,0.0,0.083333,0.0
2219.53,0.0,786.67,0.0,1.0
0.0,48.919105,0.0,0.083333,0.0
99.0,0.0,0.0,0.0,0.0
1517.85,185.169509,0.0,0.181818,0.0
245.85,0.0,245.85,0.0,0.75
71.8,0.0,0.0,0.0,0.0
3669.72,0.0,0.0,0.0,0.0
0.0,435.240217,0.0,0.25,0.0
324.3,3965.922581,0.0,0.666667,0.0
0.0,277.70324,0.0,0.083333,0.0
0.0,3358.172644,0.0,0.25,0.0
0.0,1369.366015,0.0,0.083333,0.0
847.66,1201.188255,81.86,0.083333,0.583333
133.16,0.0,133.16,0.0,0.25
285.69,463.813261,0.0,0.25,0.0
94.0,234.639631,0.0,0.083333,0.0
0.0,7107.137059,0.0,0.666667,0.0
330.25,0.0,0.0,0.0,0.0
356.62,0.0,48.36,0.0,0.166667
1987.76,0.0,925.32,0.0,0.916667
0.0,787.758817,0.0,0.25,0.0
657.05,0.0,657.05,0.0,1.0
83.45,1136.000468,83.45,0.166667,0.25
0.0,10630.32102,0.0,0.833333,0.0
995.62,0.0,592.83,0.0,0.666667
7244.98,0.0,4787.51,0.0,1.0
0.0,204.182088,0.0,0.166667,0.0
1200.0,0.0,1200.0,0.0,0.416667
0.0,950.084436,0.0,0.083333,0.0
757.8,0.0,757.8,0.0,0.666667
158.2,1402.159983,0.0,0.083333,0.0
736.24,0.0,256.24,0.0,0.916667
68.0,0.0,0.0,0.0,0.0
1900.63,0.0,0.0,0.0,0.0
1257.77,8295.538786,717.12,0.636364,0.636364
489.24,1010.553199,489.24,0.416667,0.75
0.0,1143.763365,0.0,0.166667,0.0
2834.03,0.0,861.81,0.0,1.0
709.01,0.0,0.0,0.0,0.0
56.0,4086.268496,0.0,0.5,0.0
328.7,0.0,0.0,0.0,0.0
736.26,3120.093926,310.64,0.416667,0.583333
261.89,0.0,122.7,0.0,0.333333
2115.76,0.0,1585.76,0.0,1.0
71.38,0.0,71.38,0.0,0.416667
374.4,0.0,374.4,0.0,1.0
0.0,370.248624,0.0,0.166667,0.0
1170.48,920.050071,0.0,0.25,0.0
861.9,0.0,711.9,0.0,0.416667
0.0,1087.144848,0.0,0.166667,0.0
0.0,145.557904,0.0,0.25,0.0
0.01,5942.11917,0.0,0.166667,0.0
0.0,2914.767437,0.0,0.111111,0.0
4185.94,0.0,3287.8,0.0,1.0
3682.11,0.0,1208.31,0.0,1.0
2000.0,0.0,0.0,0.0,0.0
0.0,689.70174,0.0,0.333333,0.0
1045.84,0.0,0.0,0.0,0.0
0.0,3189.613873,0.0,0.833333,0.0
900.87,0.0,900.87,0.0,1.0
1909.13,0.0,1879.13,0.0,0.833333
2214.64,0.0,964.34,0.0,1.0
1832.92,0.0,0.0,0.0,0.0
1799.03,0.0,0.0,0.0,0.0
394.95,0.0,117.0,0.0,0.75
165.5,1157.345416,0.0,0.142857,0.0
320.01,1056.477112,251.01,0.142857,0.714286
1121.86,1172.195497,952.66,0.333333,0.583333
231.25,0.0,231.25,0.0,0.583333
623.19,408.434019,623.19,0.083333,0.916667
532.93,0.0,532.93,0.0,1.0
188.6,1934.418697,0.0,0.333333,0.0
718.44,0.0,718.44,0.0,1.0
2018.13,0.0,472.9,0.0,0.666667
0.0,3179.132724,0.0,0.25,0.0
227.44,0.0,0.0,0.0,0.0
0.0,1352.783037,0.0,0.166667,0.0
1126.32,0.0,545.88,0.0,1.0
740.75,2238.487012,740.75,0.166667,1.0
921.12,0.0,399.98,0.0,0.5
239.71,0.0,239.71,0.0,0.454545
0.0,234.105509,0.0,0.083333,0.0
0.0,1477.737906,0.0,0.666667,0.0
518.31,472.118676,405.0,0.25,1.0
433.31,766.872458,233.31,0.428571,0.857143
1307.18,0.0,544.68,0.0,0.666667
0.0,6605.075695,0.0,0.75,0.0
898.43,2094.091371,419.43,0.333333,0.416667
80.44,0.0,80.44,0.0,0.333333
0.0,191.834575,0.0,0.083333,0.0
159.96,601.616399,159.96,0.416667,0.25
0.0,99.790116,0.0,0.083333,0.0
493.32,0.0,343.39,0.0,0.5
0.0,906.645286,0.0,0.166667,0.0
655.68,0.0,655.68,0.0,1.0
0.0,1366.204137,0.0,0.416667,0.0
505.48,0.0,0.0,0.0,0.0
43.3,0.0,43.3,0.0,0.083333
2955.91,0.0,2003.4,0.0,0.833333
153.95,0.0,0.0,0.0,0.0
272.9,0.0,203.0,0.0,0.5
831.89,495.002834,0.0,0.166667,0.0
7465.91,0.0,1390.29,0.0,0.666667
0.0,3580.392989,0.0,0.25,0.0
2372.98,1465.082446,0.0,0.083333,0.0
6200.71,283.476295,458.1,0.083333,0.416667
0.0,10187.5226,0.0,0.6,0.0
1545.03,289.630816,1420.31,0.333333,1.0
350.0,0.0,0.0,0.0,0.0
709.98,0.0,709.98,0.0,0.916667
0.0,118.974129,0.0,0.333333,0.0
365.26,4738.30754,176.7,0.666667,0.416667
11500.94,15133.53213,8409.93,1.0,1.0
1554.39,0.0,380.0,0.0,0.181818
2724.76,0.0,2152.0,0.0,1.0
2590.27,0.0,487.81,0.0,0.416667
2092.0,0.0,850.0,0.0,0.5
208.41,1633.935089,0.0,0.333333,0.0
27.99,0.0,0.0,0.0,0.0
178.4,0.0,178.4,0.0,1.0
132.0,0.0,132.0,0.0,0.333333
0.0,2318.967259,0.0,0.083333,0.0
145.85,0.0,145.85,0.0,0.583333
0.0,275.602351,0.0,0.166667,0.0
56.38,0.0,56.38,0.0,0.416667
0.0,254.910338,0.0,0.083333,0.0
354.0,0.0,0.0,0.0,0.0
1497.2,0.0,195.94,0.0,0.083333
1689.09,1088.523871,1689.09,0.166667,1.0
3644.35,0.0,33.75,0.0,0.083333
0.0,155.414239,0.0,0.333333,0.0
800.55,0.0,214.0,0.0,0.333333
1580.34,0.0,216.0,0.0,0.416667
443.71,0.0,443.71,0.0,0.916667
312.15,0.0,312.15,0.0,0.75
320.0,0.0,320.0,0.0,0.416667
157.4,0.0,0.0,0.0,0.0
8391.55,0.0,8391.55,0.0,1.0
462.75,0.0,0.0,0.0,0.0
11522.9,0.0,376.62,0.0,0.416667
909.0,0.0,0.0,0.0,0.0
872.7,0.0,0.0,0.0,0.0
27.98,0.0,0.0,0.0,0.0
993.96,0.0,748.37,0.0,0.636364
499.59,0.0,499.59,0.0,0.916667
88.08,154.311694,88.08,0.083333,0.416667
0.0,49.602856,0.0,0.083333,0.0
1641.48,1105.875503,264.42,0.583333,0.416667
144.0,0.0,144.0,0.0,0.625
4126.75,0.0,0.0,0.0,0.0
3809.71,0.0,0.0,0.0,0.0
2953.03,0.0,0.0,0.0,0.0
967.61,581.6512,570.0,0.25,0.75
49.09,1306.110387,0.0,0.416667,0.0
1498.28,0.0,831.28,0.0,0.583333
1792.15,4169.060991,0.0,0.333333,0.0
511.12,1209.426365,232.52,0.416667,0.833333
0.0,433.71918,0.0,0.083333,0.0
386.0,0.0,386.0,0.0,0.5
1076.01,3134.26615,0.0,0.666667,0.0
160.0,0.0,0.0,0.0,0.0
0.0,1125.542162,0.0,0.666667,0.0
507.0,8980.648498,0.0,0.916667,0.0
0.0,2828.975383,0.0,0.416667,0.0
592.88,0.0,141.7,0.0,0.083333
212.64,272.115509,0.0,0.166667,0.0
453.12,2115.036647,0.0,0.5,0.0
0.0,1818.306309,0.0,0.416667,0.0
0.0,230.543537,0.0,0.25,0.0
1381.14,0.0,354.0,0.0,0.25
1248.09,0.0,418.64,0.0,0.25
348.0,1940.357907,0.0,0.083333,0.0
2617.61,0.0,1274.92,0.0,0.75
1500.0,0.0,0.0,0.0,0.0
1423.71,0.0,0.0,0.0,0.0
201.0,0.0,96.5,0.0,0.166667
423.38,6739.693779,200.0,0.25,0.375
0.0,154.67204,0.0,0.083333,0.0
923.99,3932.272703,923.99,0.416667,1.0
159.0,3983.763805,0.0,0.75,0.0
0.0,482.992567,0.0,0.083333,0.0
1307.39,1836.893684,1222.94,0.25,1.0
1345.81,3429.450339,1119.81,0.666667,0.666667
2634.7,0.0,223.17,0.0,0.363636
0.0,185.532602,0.0,0.083333,0.0
2009.64,0.0,1803.64,0.0,1.0
525.17,0.0,0.0,0.0,0.0
955.87,0.0,0.0,0.0,0.0
0.0,73.157833,0.0,0.083333,0.0
169.24,0.0,0.0,0.0,0.0
1139.2,0.0,1139.2,0.0,0.875
110.8,0.0,0.0,0.0,0.0
0.0,1561.104542,0.0,0.583333,0.0
283.15,0.0,283.15,0.0,0.5
390.0,5876.866242,0.0,0.583333,0.0
2153.11,3037.443167,827.11,0.583333,0.916667
288.47,37.454878,288.47,0.083333,0.416667
345.29,887.279827,0.0,0.166667,0.0
797.27,180.115216,314.96,0.083333,0.583333
0.0,2293.529361,0.0,0.333333,0.0
162.28,0.0,162.28,0.0,0.5
75.87,1482.699821,0.0,0.166667,0.0
0.0,1275.337159,0.0,0.083333,0.0
366.6,0.0,366.6,0.0,1.0
0.0,457.757366,0.0,0.083333,0.0
750.19,0.0,0.0,0.0,0.0
0.0,3043.478003,0.0,0.416667,0.0
2732.66,0.0,184.19,0.0,0.416667
200.0,0.0,0.0,0.0,0.0
0.0,159.189426,0.0,0.083333,0.0
431.52,0.0,0.0,0.0,0.0
2421.85,0.0,1953.2,0.0,1.0
387.66,0.0,0.0,0.0,0.0
338.4,0.0,338.4,0.0,1.0
0.0,3546.56566,0.0,0.333333,0.0
2235.12,0.0,1132.72,0.0,1.0
0.0,4273.427073,0.0,0.333333,0.0
51.16,0.0,51.16,0.0,0.083333
203.08,956.776745,203.08,0.166667,0.666667
747.62,1411.613588,0.0,0.5,0.0
0.0,147.48527,0.0,0.083333,0.0
62.46,1361.312559,62.46,0.25,0.416667
1019.0,0.0,900.0,0.0,0.75
0.0,7625.978921,0.0,0.666667,0.0
3649.83,0.0,0.0,0.0,0.0
297.4,0.0,0.0,0.0,0.0
19.25,0.0,19.25,0.0,0.083333
1461.15,0.0,427.12,0.0,0.916667
80.44,0.0,80.44,0.0,0.416667
374.81,9917.639168,41.61,0.833333,0.083333
1181.03,0.0,573.63,0.0,0.666667
784.0,0.0,125.0,0.0,0.333333
0.0,127.321884,0.0,0.090909,0.0
1402.4,0.0,261.9,0.0,0.416667
0.0,1161.514855,0.0,0.083333,0.0
3398.12,5608.804955,3302.28,0.333333,1.0
3916.8,107.838419,1746.43,0.090909,0.545455
0.0,9687.179224,0.0,0.636364,0.0
33.4,0.0,33.4,0.0,1.0
0.0,1182.596884,0.0,0.416667,0.0
1293.7,0.0,568.1,0.0,0.916667
626.69,0.0,0.0,0.0,0.0
2607.88,73.579253,1464.92,0.083333,0.666667
0.0,4745.047686,0.0,0.333333,0.0
0.0,611.76416,0.0,0.083333,0.0
1266.03,0.0,1096.03,0.0,1.0
0.0,326.731167,0.0,0.111111,0.0
393.49,787.215403,0.0,0.25,0.0
1384.92,18.807602,1384.92,0.083333,0.666667
1115.92,54.562891,1115.92,0.166667,0.916667
0.0,1864.566564,0.0,0.083333,0.0
0.0,1192.786167,0.0,0.25,0.0
738.65,109.368455,738.65,0.083333,0.833333
0.0,2773.394382,0.0,0.25,0.0
2161.22,0.0,0.0,0.0,0.0
0.0,3354.686368,0.0,0.333333,0.0
551.93,0.0,551.93,0.0,1.0
0.0,4021.457424,0.0,0.25,0.0
3380.44,0.0,1930.52,0.0,1.0
1146.74,0.0,350.0,0.0,0.714286
248.74,1814.147021,248.74,0.25,0.25
0.0,925.72976,0.0,0.083333,0.0
715.81,0.0,0.0,0.0,0.0
1535.49,0.0,331.8,0.0,0.5
114.0,0.0,114.0,0.0,0.5
1788.84,90.031207,1788.84,0.083333,1.0
461.68,0.0,260.68,0.0,0.166667
358.49,188.234434,358.49,0.083333,0.833333
86.9,0.0,0.0,0.0,0.0
1867.9,128.429272,443.03,0.166667,0.5
553.36,1719.767683,413.36,0.166667,0.666667
1282.2,0.0,1282.2,0.0,1.0
0.0,272.782072,0.0,0.583333,0.0
498.96,2364.540395,498.96,0.285714,0.714286
1858.33,0.0,478.33,0.0,0.333333
354.0,0.0,0.0,0.0,0.0
1296.2,0.0,550.38,0.0,0.166667
1456.0,0.0,1095.0,0.0,0.583333
175.0,0.0,0.0,0.0,0.0
0.0,38.249993,20.0,0.083333,0.166667
450.0,0.0,450.0,0.0,0.9
0.0,3393.427055,0.0,0.25,0.0
0.0,838.008227,0.0,0.166667,0.0
0.0,759.456509,0.0,0.416667,0.0
1582.84,0.0,27.95,0.0,0.083333
0.0,1048.972729,0.0,0.25,0.0
27.42,0.0,27.42,0.0,0.083333
0.0,105.877591,0.0,0.083333,0.0
0.0,1251.696029,0.0,0.083333,0.0
607.0,0.0,0.0,0.0,0.0
1027.64,0.0,0.0,0.0,0.0
0.0,180.783929,0.0,0.083333,0.0
70.0,0.0,70.0,0.0,0.416667
2196.0,0.0,41.66,0.0,0.083333
91.26,0.0,91.26,0.0,0.083333
480.0,0.0,0.0,0.0,0.0
282.39,0.0,282.39,0.0,0.583333
710.8,4620.069456,570.8,0.166667,0.666667
0.0,115.766104,0.0,0.25,0.0
0.0,1391.140391,0.0,0.142857,0.0
1765.38,0.0,1680.58,0.0,0.583333
0.0,1622.255801,0.0,0.25,0.0
57.0,0.0,57.0,0.0,0.166667
1123.42,1992.271699,257.64,0.166667,0.583333
5055.77,0.0,2123.86,0.0,1.0
717.24,4718.274895,0.0,0.5,0.0
8168.9,0.0,5167.93,0.0,1.0
548.79,3075.115015,0.0,0.166667,0.0
853.0,999.04114,853.0,0.083333,0.416667
4044.14,0.0,1082.34,0.0,1.0
115.5,0.0,0.0,0.0,0.0
0.0,1256.712548,0.0,0.5,0.0
345.3,3599.222154,0.0,0.666667,0.0
956.05,0.0,137.32,0.0,0.25
0.0,4561.826799,0.0,0.416667,0.0
82.85,0.0,82.85,0.0,0.545455
248.75,1016.518185,0.0,0.083333,0.0
0.0,12405.2945,0.0,0.5,0.0
400.98,259.046858,400.98,0.083333,0.416667
1194.52,790.205561,1194.52,0.333333,0.333333
0.0,133.049604,0.0,0.285714,0.0
0.0,3802.386718,0.0,0.75,0.0
908.15,1008.639756,908.15,0.333333,1.0
1237.37,0.0,789.77,0.0,0.75
151.92,0.0,151.92,0.0,0.875
64.0,0.0,64.0,0.0,0.416667
1002.93,0.0,177.04,0.0,0.333333
0.0,2496.721337,0.0,0.25,0.0
248.44,0.0,235.44,0.0,0.416667
1277.5,0.0,1277.5,0.0,0.5
290.6,0.0,0.0,0.0,0.0
519.79,0.0,0.0,0.0,0.0
70.0,365.228157,0.0,0.333333,0.0
1282.38,0.0,1282.38,0.0,0.833333
0.0,702.912179,0.0,0.583333,0.0
0.0,1398.39554,0.0,0.083333,0.0
0.0,2399.437045,0.0,0.25,0.0
0.0,1960.264859,0.0,0.25,0.0
261.16,0.0,261.16,0.0,1.0
1147.23,0.0,75.53,0.0,0.25
0.0,844.083928,0.0,0.416667,0.0
2253.98,4161.09715,1333.44,0.8,0.8
0.0,1258.982051,0.0,0.583333,0.0
189.85,0.0,0.0,0.0,0.0
0.0,2338.977761,0.0,0.083333,0.0
0.0,370.73048,0.0,0.083333,0.0
3987.01,2791.263609,455.77,0.416667,0.75
0.0,967.482287,0.0,0.083333,0.0
626.28,0.0,415.58,0.0,0.666667
0.0,171.920223,0.0,0.416667,0.0
675.89,1521.869211,175.5,0.333333,0.666667
0.0,9236.092963,0.0,0.5,0.0
13.66,0.0,13.66,0.0,0.090909
5393.36,0.0,3298.92,0.0,1.0
0.0,270.201463,0.0,0.083333,0.0
2315.86,0.0,976.6,0.0,0.833333
2650.91,0.0,527.01,0.0,1.0
3211.86,0.0,1791.28,0.0,0.833333
229.48,0.0,0.0,0.0,0.0
254.0,0.0,170.0,0.0,0.5
3145.79,0.0,2148.5,0.0,1.0
971.2,446.94537,0.0,0.083333,0.0
0.0,1786.070392,0.0,0.083333,0.0
98.83,0.0,0.0,0.0,0.0
0.0,196.616463,0.0,0.083333,0.0
4440.8,0.0,0.0,0.0,0.0
0.0,154.550357,0.0,0.090909,0.0
250.0,0.0,250.0,0.0,0.416667
0.0,18.510103,0.0,0.083333,0.0
305.6,0.0,0.0,0.0,0.0
1315.39,0.0,1002.31,0.0,1.0
433.5,0.0,159.56,0.0,0.909091
744.9,956.424536,75.0,0.25,0.083333
0.0,335.056814,0.0,0.166667,0.0
368.47,66.320495,0.0,0.083333,0.0
50.0,947.140065,0.0,0.166667,0.0
562.5,0.0,562.5,0.0,0.416667
0.0,363.680545,0.0,0.125,0.0
581.0,0.0,581.0,0.0,0.583333
0.0,219.933843,0.0,0.333333,0.0
992.88,0.0,0.0,0.0,0.0
4939.1,2365.84349,0.0,0.25,0.0
74.42,0.0,74.42,0.0,0.25
99.0,0.0,0.0,0.0,0.0
387.0,0.0,387.0,0.0,0.888889
0.0,617.736537,0.0,0.166667,0.0
182.1,113.918826,148.5,0.083333,0.083333
3648.73,2034.664095,1131.3,0.5,0.6
48.78,0.0,0.0,0.0,0.0
1468.1,0.0,0.0,0.0,0.0
158.24,2508.932178,158.24,0.25,0.583333
25.69,0.0,0.0,0.0,0.0
548.85,153.665694,163.56,0.083333,0.5
0.0,6163.107978,0.0,0.333333,0.0
2754.49,3193.924548,780.49,0.333333,0.583333
230.0,1099.152158,0.0,0.083333,0.0
310.44,0.0,310.44,0.0,0.416667
0.0,2494.497971,0.0,0.333333,0.0
349.12,0.0,0.0,0.0,0.0
1536.31,0.0,1191.4,0.0,0.416667
0.0,266.975744,0.0,0.583333,0.0
225.02,0.0,113.32,0.0,0.125
45.65,47.786053,0.0,0.083333,0.0
242.9,0.0,0.0,0.0,0.0
0.0,1172.638871,0.0,0.166667,0.0
400.19,0.0,0.0,0.0,0.0
33.38,0.0,33.38,0.0,0.1
325.95,0.0,121.99,0.0,0.25
0.0,948.380744,0.0,0.166667,0.0
0.0,3516.5482,0.0,0.272727,0.0
780.0,0.0,780.0,0.0,1.0
0.0,413.38083,0.0,0.333333,0.0
1441.32,0.0,1066.68,0.0,0.833333
243.0,0.0,0.0,0.0,0.0
589.59,0.0,424.59,0.0,0.75
0.0,499.794103,0.0,0.25,0.0
424.76,0.0,424.76,0.0,0.333333
2786.08,0.0,2022.26,0.0,0.666667
545.34,0.0,288.0,0.0,0.166667
337.98,198.185224,337.98,0.416667,1.0
1078.89,2081.15215,233.9,0.666667,0.666667
886.56,0.0,886.56,0.0,1.0
830.45,0.0,0.0,0.0,0.0
4079.01,0.0,3572.01,0.0,1.0
540.0,527.008867,0.0,0.25,0.0
3603.0,0.0,1612.95,0.0,1.0
962.78,360.154972,684.3,0.083333,1.0
10903.22,0.0,3061.43,0.0,1.0
405.93,0.0,0.0,0.0,0.0
627.42,0.0,627.42,0.0,0.833333
190.0,1496.441591,0.0,0.166667,0.0
71.52,0.0,71.52,0.0,0.833333
0.0,744.221343,0.0,0.333333,0.0
0.0,4824.425698,0.0,0.333333,0.0
0.0,260.723304,0.0,0.285714,0.0
0.0,2338.86519,0.0,0.166667,0.0
92.2,0.0,92.2,0.0,0.583333
1321.52,0.0,0.0,0.0,0.0
987.26,0.0,114.62,0.0,0.416667
2166.56,0.0,2166.56,0.0,0.583333
350.94,0.0,66.65,0.0,0.25
632.3,0.0,432.3,0.0,0.916667
2997.02,0.0,1174.0,0.0,0.916667
0.0,4116.968065,0.0,0.727273,0.0
456.7,0.0,0.0,0.0,0.0
515.14,0.0,446.14,0.0,0.416667
1960.18,271.838738,1654.0,0.083333,0.916667
11.35,0.0,11.35,0.0,0.083333
0.0,2381.716886,0.0,0.083333,0.0
344.75,1347.900815,55.45,0.416667,0.166667
308.22,0.0,308.22,0.0,0.916667
335.38,0.0,65.38,0.0,0.083333
272.34,0.0,272.34,0.0,0.416667
1562.74,1443.200669,582.75,0.166667,0.5
1090.0,0.0,1090.0,0.0,0.416667
435.04,0.0,0.0,0.0,0.0
300.0,0.0,300.0,0.0,0.5
1814.64,0.0,200.0,0.0,0.083333
637.84,0.0,637.84,0.0,0.545455
1580.56,2703.408056,878.95,0.5,1.0
0.0,737.652849,0.0,0.166667,0.0
110.0,0.0,0.0,0.0,0.0
1730.3,0.0,329.15,0.0,0.333333
108.39,0.0,108.39,0.0,0.416667
1399.55,0.0,0.0,0.0,0.0
755.14,0.0,272.24,0.0,0.75
1591.48,0.0,1372.68,0.0,0.666667
0.0,2139.745589,0.0,0.333333,0.0
693.89,0.0,693.89,0.0,0.416667
94.5,0.0,94.5,0.0,0.166667
0.0,288.451529,0.0,0.166667,0.0
78.09,0.0,78.09,0.0,0.166667
321.07,0.0,0.0,0.0,0.0
2073.54,175.826711,0.0,0.25,0.0
0.0,7098.892954,0.0,0.3,0.0
130.32,0.0,130.32,0.0,0.083333
4492.85,0.0,3415.9,0.0,1.0
0.0,648.808629,0.0,0.25,0.0
1355.77,929.959753,135.32,0.083333,0.5
1553.8,0.0,0.0,0.0,0.0
206.69,0.0,206.69,0.0,0.416667
1709.0,0.0,0.0,0.0,0.0
469.62,0.0,469.62,0.0,0.833333
149.55,0.0,0.0,0.0,0.0
152.02,0.0,152.02,0.0,0.5
147.48,0.0,147.48,0.0,1.0
440.57,0.0,394.92,0.0,0.666667
281.97,0.0,281.97,0.0,0.416667
2317.89,0.0,601.87,0.0,0.75
448.0,0.0,258.0,0.0,0.25
329.47,58.536178,329.47,0.166667,1.0
250.0,0.0,250.0,0.0,0.333333
146.73,3249.377014,0.0,0.416667,0.0
552.66,76.633316,476.66,0.083333,1.0
1160.0,0.0,1160.0,0.0,1.0
0.0,939.38774,0.0,0.454545,0.0
319.67,0.0,0.0,0.0,0.0
2148.34,0.0,1510.0,0.0,0.166667
1506.92,0.0,693.9,0.0,0.583333
0.0,1385.126221,0.0,0.25,0.0
677.68,0.0,22.0,0.0,0.083333
2529.64,0.0,1515.32,0.0,1.0
4569.65,3883.517967,2820.71,0.4,0.6
2061.48,0.0,448.42,0.0,0.5
198.96,7019.083751,172.36,0.083333,0.416667
0.0,1848.691278,0.0,0.083333,0.0
0.0,303.822585,0.0,0.166667,0.0
462.33,1065.754951,0.0,0.285714,0.0
5967.42,0.0,951.34,0.0,1.0
483.4,1288.83283,0.0,0.166667,0.0
1606.51,0.0,1606.51,0.0,1.0
0.0,591.246114,0.0,0.083333,0.0
408.59,0.0,0.0,0.0,0.0
0.0,1817.843113,0.0,0.285714,0.0
1697.15,0.0,1574.25,0.0,0.916667
0.0,928.309409,0.0,0.090909,0.0
2894.04,1386.851165,310.22,0.166667,0.416667
534.26,0.0,168.75,0.0,0.75
3220.25,2367.006699,3011.76,0.416667,0.75
266.0,168.514165,0.0,0.222222,0.0
0.0,872.861808,0.0,0.166667,0.0
315.0,0.0,315.0,0.0,1.0
1433.99,0.0,690.0,0.0,0.636364
0.0,500.665069,0.0,0.090909,0.0
1324.82,914.684674,324.7,0.333333,0.416667
84.0,259.105418,0.0,0.083333,0.0
377.62,0.0,377.62,0.0,0.5
328.1,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0
246.29,0.0,0.0,0.0,0.0
281.7,0.0,0.0,0.0,0.0
0.0,4697.170219,0.0,0.333333,0.0
839.65,96.764357,24.0,0.083333,0.083333
0.0,1285.834671,0.0,0.166667,0.0
265.76,0.0,265.76,0.0,0.916667
59.8,0.0,0.0,0.0,0.0
231.41,0.0,231.41,0.0,1.0
480.0,416.566286,350.0,0.428571,0.857143
0.0,253.887233,0.0,0.111111,0.0
0.0,1106.360593,0.0,0.166667,0.0
0.0,3087.004701,0.0,0.25,0.0
62.53,0.0,0.0,0.0,0.0
594.88,3281.891728,460.98,0.5,0.333333
1489.28,0.0,570.8,0.0,0.25
1352.52,0.0,0.0,0.0,0.0
0.0,2887.013513,0.0,0.5,0.0
0.0,38.930597,0.0,0.083333,0.0
4164.14,0.0,948.6,0.0,1.0
183.6,0.0,183.6,0.0,1.0
0.0,2222.768202,0.0,0.666667,0.0
0.0,1865.808018,0.0,0.666667,0.0
159.6,879.373487,159.6,0.083333,0.083333
0.0,371.667107,0.0,0.333333,0.0
37.3,0.0,0.0,0.0,0.0
0.0,575.797773,0.0,0.166667,0.0
232.45,0.0,232.45,0.0,0.833333
4760.11,19.930337,1852.93,0.083333,1.0
1469.66,2150.272488,42.23,0.25,0.166667
832.7,757.375098,0.0,0.333333,0.0
99.8,3445.51955,0.0,0.583333,0.0
45.87,0.0,45.87,0.0,0.083333
341.45,0.0,341.45,0.0,0.833333
